dataset,name,_rxn_M_inorganic,_rxn_M_organic,_rxn_M_acid,binarized_crystalscore,binarized_crystalscore_predictions,binarized_crystalscore_prob_predictions
38,2018-09-13T14_00_50.063786+00_00_LBL_D8,0.7700750289493624,2.25407534608318,8.149568840747602,0,0,0.3585418276206995
38,2019-06-18T20_49_29.598214+00_00_LBL_H4,0.9847665582469302,2.322687852011517,3.914829476393726,0,0,0.0008071418533935278
38,2019-02-21T17_06_08.308424+00_00_LBL_E10,1.3467573236411785,1.3520541038274805,7.381471209409512,0,0,0.0
38,2019-02-21T16_43_20.274786+00_00_LBL_H3,0.2535036655771564,1.2094835447235344,8.834817872402056,0,0,0.23646002067014804
38,2018-10-16T02_54_48.818135+00_00_LBL_B8,0.4874583281096027,0.974328122548241,1.5473409833020553,0,1,0.7500444933506941
38,2018-09-25T15_12_25.939061+00_00_LBL_B2,0.9596671821970686,2.0163262451150548,6.665790730075804,0,0,0.35855646065192714
38,2018-10-31T03_39_46.781662+00_00_LBL_H4,1.0410854685220756,2.126110384197073,7.556427320664798,0,0,0.33874532085204156
38,2019-06-18T20_49_29.598214+00_00_LBL_G9,0.6730338657854568,1.953164378786601,1.2722137736258965,0,0,0.0006553455085859342
38,2017-10-19T19_24_47.000000+00_00_LBL_D11,1.3043509697831073,1.3043478260869568,3.457102645722544,1,0,0.4592341448600152
38,2019-06-19T14_53_56.517003+00_00_LBL_C7,0.7365494602430894,0.736890548851859,14.842494025635455,0,0,0.0
38,2019-05-29T19_56_50.129046+00_00_LBL_D2,0.3812907166274905,1.85569719794072,8.834817872402056,1,1,0.6516825565725173
38,2019-05-23T02_12_25.720560+00_00_LBL_C11,0.250050963894952,2.7679937262000083,6.425322089019677,1,1,0.818244656042392
38,2019-04-22T22_24_16.919740+00_00_LBL_E12,0.0,2.615328018743928,5.79784922876385,0,0,0.230523644366775
38,2019-03-29T20_42_17.925679+00_00_ECL_B2,0.7857230203046426,2.473159584896732,8.098583049701887,0,0,0.3208291948653506
38,2019-06-18T21_01_05.033086+00_00_LBL_B12,0.2804073740357434,0.8456333783966489,8.004344992396263,0,0,0.0
38,2017-10-18T19_58_20.000000+00_00_LBL_F8,1.2626293057664757,1.2625887163110057,4.194307474776734,1,1,0.5706741459218297
38,2019-03-16T00_26_55.990515+00_00_LBL_A4,0.6649306577724616,1.5711730786875289,8.834817872402056,1,1,0.830173631777406
38,2018-08-28T18_06_47.347483+00_00_LBL_G11,0.8506110669722433,1.8265057670449345,3.457102645722544,0,0,0.3560479433766587
38,2018-07-19T17_25_57.788230+00_00_LBL_H3,0.920148197785638,0.5711082576992345,4.599946495548179,1,1,0.6502226442435315
38,2018-12-06T17_08_57.099365+00_00_LBL_A1,0.06961277091042962,3.7158418875940535,8.811226903450383,0,0,0.06070003154830778
38,2017-10-20T22_59_29.000000+00_00_LBL_E8,2.5951515395033766,1.2975392690116565,3.5767255746402795,0,1,0.5575908887906598
38,2019-02-21T17_06_08.308424+00_00_LBL_F3,0.505855189855467,0.8802933787024093,8.834817872402056,0,0,0.0
38,2018-12-06T17_08_57.099365+00_00_LBL_E1,0.02187829942899217,1.0521546530500079,8.811226903450383,0,0,0.2795760166138558
38,2019-02-25T18_10_13.318090+00_00_LBL_A6,0.4529214412461765,1.1228619231409749,3.6557867058215416,0,0,0.21666891995727464
38,2019-05-23T02_12_25.720560+00_00_LBL_B7,0.014153828144997282,5.62903107995115,1.5002520915399722,0,0,0.1503569624386412
