dataset,name,_rxn_M_inorganic,_rxn_M_organic,_rxn_M_acid,binarized_crystalscore,binarized_crystalscore_predictions,binarized_crystalscore_prob_predictions
32,2019-02-21T16_43_20.274786+00_00_LBL_B4,0.20860411352352207,2.0244552047414603,5.7329382432201434,0,0,4.128018569051038e-07
32,2019-03-12T15_22_17.125738+00_00_LBL_H3,1.1070434267926432,2.6321945105154843,7.46389785771898,1,1,0.9079502772484112
32,2019-06-21T14_37_13.758897+00_00_LBL_A12,1.567135558092804,1.6609379043316932,0.954160330219422,0,1,0.8232269872620814
32,2018-12-06T17_08_57.099365+00_00_LBL_E8,0.09228312462285274,3.944368028691257,3.0491849294131,0,0,0.008098329167100892
32,2017-10-19T23_16_50.000000+00_00_LBL_F10,1.3043509697831073,2.608695652173913,3.457102645722544,0,0,0.2915837040624955
32,2019-04-04T14_21_13.465936+00_00_LBL_D6,0.20503807356401746,4.372733603163368,0.5196951689648269,0,0,1.0000000994736041e-07
32,2019-03-11T22_08_10.561080+00_00_LBL_E6,0.8169353910227211,2.543913534220337,6.116412373201423,1,0,0.3657102103531358
32,2018-09-25T15_12_25.939061+00_00_LBL_C9,0.9159890160911612,2.9400984057323654,5.232821500668313,0,0,0.2578876850454661
32,2017-10-18T23_35_29.000000+00_00_LBL_D12,1.2626293057664757,1.2626378925530601,4.194307474776734,1,1,0.7859848340888739
32,2019-04-10T15_53_18.860962+00_00_LBL_E7,1.5081595713562177,1.513234403078117,8.474213061283606,1,1,0.6132629400664644
32,2019-02-19T00_39_49.082039+00_00_LBL_F3,0.7984952294186368,2.6200481097188817,7.572701033487479,1,0,0.33113240404679456
32,2018-07-02T21_24_34.761347+00_00_LBL_C8,0.6885102332725694,1.3395608863840192,6.636047607306493,0,0,0.1918155587229981
32,2018-09-24T17_37_31.739860+00_00_LBL_C4,1.2642249362799367,1.1199794161784031,6.1789523770173895,0,0,0.20012553206145237
32,2018-07-09T22_47_01.237679+00_00_LBL_E2,0.8079205895528536,0.5983189349698067,3.889732100818653,0,0,0.3623853481032814
32,2017-10-18T19_58_20.000000+00_00_LBL_G4,0.8641889340457455,1.728335155348181,3.5767255746402795,0,0,0.14533816058508833
32,2018-09-13T14_00_50.063786+00_00_LBL_B1,0.1159220121648259,0.25285630332036624,7.2144582626165255,0,0,0.05471979800361904
32,2018-10-15T17_59_51.765248+00_00_LBL_H2,0.4692471285549824,0.4663317545438456,6.3739781910480575,1,0,0.3632696507400614
32,2019-04-22T15_31_44.525963+00_00_LBL_H4,0.6541804091174591,0.8178396575053469,0.5196951689648269,0,0,1.0000000994736041e-07
32,2019-03-29T20_02_36.045372+00_00_ECL_C2,0.7378796881683234,0.8295311769257316,5.164313828795405,0,1,0.45026494910252496
32,2018-09-25T15_22_57.960032+00_00_LBL_C10,0.856434881349034,2.2731958281695825,5.502509388041218,0,0,0.3714890182445362
32,2018-10-15T17_59_51.765248+00_00_LBL_G10,0.2703550365444425,0.791846224205904,6.0125843853847325,0,0,0.11518403585792826
32,2018-08-28T17_28_06.885285+00_00_LBL_B2,0.4484517488573799,2.380893473086446,5.164313828795407,0,0,1.0000000994736041e-07
32,2019-05-29T19_56_50.129046+00_00_LBL_C5,0.8340734426226354,1.6241466149716868,6.783878009165862,0,0,0.31947192951278075
32,2019-05-29T19_49_43.354126+00_00_LBL_E8,1.2649854718284383,1.7258445296520724,5.368525692799336,0,0,4.1910282512049337e-07
32,2019-02-21T17_06_08.308424+00_00_LBL_D7,0.4742392404895003,0.8464044638616467,3.497115407825815,0,0,1.0000000994736041e-07
32,2018-07-19T17_25_57.788230+00_00_LBL_H3,0.920148197785638,0.5711082576992345,4.599946495548179,1,0,0.2951275096503264
32,2019-03-11T22_08_10.561080+00_00_LBL_D3,0.23600355740656384,4.832779012894621,0.0,0,0,4.95426419408313e-06
32,2019-06-19T14_53_56.517003+00_00_LBL_C1,0.4060549712562647,1.3102673555438342,3.6557867058215416,1,0,0.2143611814816669
32,2017-10-17T16_00_00.000000+00_00_LBL_G11,1.297580982050669,1.2974941916338685,3.5767255746402795,0,1,0.515767280629624
32,2019-05-23T02_12_25.720560+00_00_LBL_G7,0.0,5.350834104801624,3.6557867058215416,0,0,5.6124059866521056e-05
32,2019-05-29T17_22_53.471261+00_00_LBL_D6,0.5791649006895851,3.142137282984818,4.004917439611798,0,0,1.0000000994736041e-07
32,2019-05-23T02_12_25.720560+00_00_LBL_G11,0.250050963894952,2.7679937262000083,6.425322089019677,1,1,0.8273938825200736
32,2019-03-11T22_08_10.561080+00_00_LBL_E4,0.5531333376716341,3.8440854665565647,2.8397628875578045,0,0,0.0001503173185982738
32,2019-05-30T15_13_14.483373+00_00_LBL_F6,2.194758983988065,3.3571090638033056,1.1655878263780917,0,0,1.0000000994736041e-07
32,2018-10-16T02_54_48.818135+00_00_LBL_C2,0.4707302740425668,0.5886465875655376,7.642619437915982,1,0,0.2766695701484288
32,2019-05-13T12_47_03.748293+00_00_LBL_C11,0.4885107336789513,0.26191972874640457,8.834817872402056,0,0,0.05985976878626757
32,2018-12-06T17_08_57.099365+00_00_LBL_C6,0.016832918615629314,1.6670881139851712,7.786619141778084,0,0,0.2909287500308845
32,2018-07-02T21_24_34.761347+00_00_LBL_D1,0.7563705085179674,1.5751098614411807,6.744436857949784,0,0,0.1046979863402874
32,2019-03-16T00_26_55.990515+00_00_LBL_A4,0.6649306577724616,1.5711730786875289,8.834817872402056,1,1,0.505841808169513
32,2019-05-29T17_22_53.471261+00_00_LBL_G11,0.8418102637692495,1.2260791265194528,7.969870668110946,0,0,0.1468789294135331
32,2019-02-25T18_10_13.318090+00_00_LBL_F7,0.7174427871840694,4.077763002205612,2.8397628875578045,0,0,0.0015039925105307266
32,2018-10-15T17_59_51.765248+00_00_LBL_A1,0.7738680219757252,0.424527239020076,4.534815153774479,0,0,0.04629841885119184
32,2018-10-31T03_39_46.781662+00_00_LBL_A1,0.5556212326076322,2.717949582530508,8.098583049701887,1,0,0.40030624173316853
32,2018-09-25T15_12_25.939061+00_00_LBL_F11,0.8734874984569093,1.930213175134897,2.277347934202358,0,0,0.06014633019796581
32,2019-01-09T16_00_00.000000+00_00_LBL_C5,0.596053129477819,2.0317130836727024,7.49121572824909,1,1,0.47035936723603133
32,2019-04-12T13_53_17.807489+00_00_ECL_E2,0.3166178607839309,1.2130660698002154,4.417408936201028,0,0,2.0760455370016208e-05
32,2019-05-30T15_19_31.623252+00_00_LBL_C12,1.0487600549578298,0.9056345519642324,4.306418761924621,0,0,3.6706119790182324e-06
32,2019-04-04T14_21_13.465936+00_00_LBL_B8,0.3975565412537344,0.5129279327937537,5.129894248491516,1,1,0.5631909144009811
32,2018-10-31T17_30_05.725585+00_00_LBL_F12,1.1975909109869691,1.174778630009586,3.0491849294130997,0,0,2.4060247724744566e-06
32,2018-11-09T01_44_50.988010+00_00_LBL_E2,0.0216447545082798,2.492568784650706,7.463897857718978,0,0,0.19049536234992512
32,2019-06-18T20_49_29.598214+00_00_LBL_D5,0.08555515243035468,0.5552639850890506,14.524440582228982,0,0,1.750976210860317e-07
32,2019-03-11T22_08_10.561080+00_00_LBL_B2,0.4577655208316972,2.8475567685254752,3.6557867058215416,0,0,0.0027455136094848205
32,2017-10-19T19_24_47.000000+00_00_LBL_F7,2.6086914605790463,1.3043478260869568,3.457102645722544,1,1,0.5125166948109078
